Review,Rating,sentiment,label
A beer hall in Spain? Yep! 02/16/2013,3.0,Neutre,1
"Great authentic food, mediocre service 07/30/2017",3.0,Neutre,1
Tad overpriced but good grill and sushi 09/30/2014,4.0,Positif,2
city centre chilling 08/01/2013,1.5,Négatif,0
"pleasant, fun but professional staff 04/08/2017",2.5,Positif,2
Amazing selection and great service! 09/29/2017,5.0,Positif,2
Unhygienic and hostile 09/04/2015,1.0,Négatif,0
Easy but Deep Sensual Delight 12/06/2016,4.5,Positif,2
"Nice staff, but food was bad 03/23/2016",1.5,Négatif,0
Adds nothing to the coffee culture 02/16/2016,3.0,Neutre,1
Early breakfast in Milan 08/05/2017,4.5,Positif,2
Moshi Moshi Sloppy! 12/01/2012,2.0,Négatif,0
"""Smoothie"" 04/09/2017",3.0,Neutre,1
Can’t complain 11/05/2017,4.0,Positif,2
"Homey, traditional and delicous 02/14/2017",4.0,Positif,2
"Good fish and chips, and reasonably priced... 01/04/2018",2.0,Négatif,0
Could not find 06/01/2015,1.0,Négatif,0
Perfectly adequate 10/07/2017,3.5,Positif,2
Off the beaten track but worth it. 07/20/2017,4.0,Positif,2
Very nice burger 10/06/2015,2.0,Négatif,0
Different sort of Biergarten 06/18/2017,2.0,Négatif,0
Lovely Greek Souvlaki 01/07/2018,-1.0,Négatif,0
Another hrc visited 12/03/2017,4.0,Positif,2
"Very poor currys, must have changed hands 07/29/2017",1.5,Négatif,0
Disappointed with dishonest conduct 08/21/2017,1.5,Négatif,0
What a great place to visit! 08/25/2016,3.0,Neutre,1
Style over... 11/23/2017,3.0,Neutre,1
RIP OFF. PRECIOS ABUSIVOS 11/29/2017,2.0,Négatif,0
Terrible. No atmosphere. Bad service. 09/26/2017,3.0,Neutre,1
Come early ... 01/09/2018,4.5,Positif,2
Run the gauntlet 05/20/2015,3.0,Neutre,1
Great coffee and fries 04/15/2017,4.5,Positif,2
No English Allowed 02/23/2017,4.0,Positif,2
A good aperitif! 09/30/2016,2.0,Négatif,0
Do not walk past this cafe without trying... 05/03/2017,5.0,Positif,2
Rude personal and service 06/09/2015,2.0,Négatif,0
The Best Italian cuisine 01/16/2016,4.0,Positif,2
New year 2017/18 12/31/2017,4.5,Positif,2
OK Calamari & Sangria 07/05/2017,3.0,Neutre,1
The chicken was alright... 09/24/2014,1.0,Négatif,0
place for gambler - gaming machines only 06/13/2014,1.5,Négatif,0
"No Turkish Delight here, only a Turkish NI... 07/03/2017",1.5,Négatif,0
Really small bar 03/25/2017,4.0,Positif,2
So So Disappointing! 12/18/2017,3.0,Neutre,1
Don’t waste your $$ 12/30/2017,2.0,Négatif,0
By far the worst customer experience of my... 09/02/2017,2.0,Négatif,0
"Simple, busy & good food 12/28/2015",4.0,Positif,2
Sort of waiting area that would make you w... 07/08/2017,2.0,Négatif,0
Just for the bathroom lol 12/09/2017,1.0,Négatif,0
Long waiting!! 03/25/2017,2.0,Négatif,0
Unreal Brazilian steakhouse 02/20/2018,4.5,Positif,2
Bit Hidden Location But Decent Mexican Foo... 08/18/2012,3.0,Neutre,1
"Delicious food in a friendly, informal set... 02/27/2017",4.0,Positif,2
A Nice Average Neighborhood Restaurant 10/10/2015,3.0,Neutre,1
"Yes, You Have To Go 10/09/2016",4.0,Positif,2
For the best falafel! 08/09/2017,4.5,Positif,2
Remedy for homesickness 10/04/2017,4.0,Positif,2
Holiday in Madrid 04/01/2016,1.5,Négatif,0
Mediocre brasserie in strategic location 11/10/2014,3.0,Neutre,1
"Disgusting, cold pizza. 1 hour 30 min wait 05/28/2016",2.0,Négatif,0
"Great burger, great price 12/30/2017",4.5,Positif,2
"Nice pizzas, other options limited 12/02/2017",4.5,Positif,2
Vienna - Austria - Landsnecht-Treff - Exac... 07/20/2017,3.0,Neutre,1
Coffee and Muffin 10/29/2017,3.0,Neutre,1
Trendy nice place 04/25/2017,3.0,Neutre,1
RIP OFF .....BETRUG!!! 04/18/2017,1.5,Négatif,0
Incompetent 04/28/2016,3.5,Positif,2
"Average Quality, abysmal service 10/07/2015",3.0,Neutre,1
Good food but chaotically run. 01/01/2018,3.0,Neutre,1
very Good for a shooping restaurant. 01/29/2017,3.0,Neutre,1
"iAte there, i was not excited but the fish... 11/21/2017",3.0,Neutre,1
"Sushi was great, service was greater 08/16/2015",1.5,Négatif,0
Zero stars if that was an option!!! 10/13/2017,2.0,Négatif,0
Good pizzas in the shopping mall basement 07/12/2012,1.5,Négatif,0
Continuous disappointment! 10/24/2015,2.0,Négatif,0
Cute new cafe in the beautiful district of... 11/27/2016,4.0,Positif,2
Don't take the tiramisu!!!!! 03/24/2017,3.5,Positif,2
Good products make good food 08/11/2016,3.0,Neutre,1
Hola de Peru 08/24/2017,4.0,Positif,2
Terrible all around! 07/27/2017,2.0,Négatif,0
Nice and warm place but not the best! 12/02/2017,3.0,Neutre,1
Such a shame to be ripped off in beautiful... 10/28/2016,1.5,Négatif,0
Decent Vietnamese sandwiches 01/08/2018,-1.0,Négatif,0
Good service and fresh food 08/21/2017,4.0,Positif,2
oK for light tapas lunch but wounln't revi... 05/24/2017,2.5,Positif,2
"Mediocre, unfresh food, lazy staff 07/27/2017",3.0,Neutre,1
Terrible tandoor 09/26/2017,1.0,Négatif,0
Nice little spot 07/07/2014,5.0,Positif,2
FOOD IS DETESTABLE 08/26/2017,2.0,Négatif,0
Add less salt. 02/16/2017,3.0,Neutre,1
' Averange' 04/28/2014,2.5,Positif,2
Food is delicious however overpriced 04/18/2016,3.5,Positif,2
Very good burgers and good service. 10/18/2017,4.0,Positif,2
Go for it - best food 10/16/2017,5.0,Positif,2
Cremated grill 09/16/2014,1.5,Négatif,0
yummy kebabs 04/15/2016,3.0,Neutre,1
"Quick, tasty, excellent service but a litt... 09/15/2015",3.0,Neutre,1
Actually OK 09/08/2017,2.0,Négatif,0
An average bar with Chinese management 11/28/2013,2.0,Négatif,0
"Great Finish food, cosy environment 03/10/2015",3.0,Neutre,1
Worst meal I had during my entire Spanish... 06/23/2016,2.0,Négatif,0
"Samson, Majorstuen, Oslo 11/19/2017",3.0,Neutre,1
Lacking basic standards 02/21/2017,1.0,Négatif,0
Excellent food and value for money 06/05/2017,3.0,Neutre,1
amazing sushi! just a touch pricey and a t... 10/14/2017,4.5,Positif,2
"Nice Sports bar,But expensive 09/15/2017",3.0,Neutre,1
Good curry in average surroundings 08/12/2015,3.0,Neutre,1
Absolutely filthy. 08/17/2017,1.5,Négatif,0
"Bad Service, Inaccurate Food Delivered, St... 11/20/2016",1.0,Négatif,0
Good food- that's all 08/27/2015,2.0,Négatif,0
Overpriced and bad service 12/30/2017,2.0,Négatif,0
A small greeny restaurant 08/31/2017,4.0,Positif,2
Simple café 03/22/2016,3.0,Neutre,1
Quite good three course meal 09/15/2016,3.0,Neutre,1
Most bizarre meal ive had in a while 01/05/2016,2.0,Négatif,0
Worst meal of week long trip in Milan 11/26/2017,2.0,Négatif,0
Should've check the Tripadvisor before wal... 05/17/2015,2.0,Négatif,0
Most awful place ever - trust everyone tha... 12/09/2017,1.5,Négatif,0
"The best place I hevee been, pelle really... 01/09/2018",-1.0,Négatif,0
Good swordfish 11/09/2016,3.0,Neutre,1
Lovely food and good for a budget 10/28/2016,2.0,Négatif,0
Mahiki Wanna be 05/13/2014,2.0,Négatif,0
3 stars for the cheeky service charge 10/15/2017,3.0,Neutre,1
fresh fruits ad fish 03/27/2016,4.5,Positif,2
Spicy intestines! 12/05/2015,3.0,Neutre,1
Posh pub 07/06/2017,3.0,Neutre,1
Kebabs kebabs 01/10/2017,5.0,Positif,2
"construction noise is too loud, the floor... 12/16/2014",3.0,Neutre,1
Very good for a regular dinner 07/14/2017,3.5,Positif,2
Lovely restaurant with good service 03/22/2015,3.0,Neutre,1
Very special coffee 09/14/2017,3.0,Neutre,1
Good spot to meet friends 06/27/2017,3.0,Neutre,1
A wonderful little gem in Madrid 10/22/2017,3.5,Positif,2
Very bad quality polish food 07/23/2016,1.0,Négatif,0
this is heaven if you like ice cream 10/13/2013,3.0,Neutre,1
city break 03/09/2017,1.5,Négatif,0
Average Kebab outlet Near Brook Green Stre... 01/24/2017,3.0,Neutre,1
Our mexican Friends brought us here 11/29/2017,4.0,Positif,2
Authentic and excellent food 09/30/2017,4.5,Positif,2
Lyon's BEST wine bar 05/31/2017,5.0,Positif,2
Advertises Gluten Free - Doesn't Serve Glu... 10/18/2015,1.0,Négatif,0
"Burrito, quesadilla, tacos... 04/23/2017",3.0,Neutre,1
Get with the times 09/23/2017,1.0,Négatif,0
Finally a German Restaurant in the Simon-D... 02/27/2008,2.0,Négatif,0
Disappointing ripoff 09/04/2017,2.0,Négatif,0
Chicken Cashew 03/05/2017,3.0,Neutre,1
I'll be not back 06/16/2015,3.0,Neutre,1
Good Breakfast Toastie 07/04/2017,2.0,Négatif,0
Cheap 'n cheerful. 11/10/2017,4.0,Positif,2
Not our favorite 11/12/2017,4.0,Positif,2
The best calamari I have ever eaten 08/23/2015,3.0,Neutre,1
The best in the area.......five stars! 12/30/2017,4.5,Positif,2
Can't even get tea right 09/21/2017,3.0,Neutre,1
Colazione Inglese 05/13/2015,3.0,Neutre,1
Complete Joke 11/23/2017,2.0,Négatif,0
Incorrect Orders on 2 occasions - out of 2... 10/21/2017,1.0,Négatif,0
Yes they have the best fish 11/05/2017,4.5,Positif,2
Good Place To stay with friends And family 12/09/2016,3.5,Positif,2
There are better options in Campo de Ouriq... 11/19/2016,3.0,Neutre,1
Good Belgian beer selection 08/05/2016,4.0,Positif,2
Dreamland for those with a sweet tooth 12/31/2015,4.5,Positif,2
Awesome Beef Sandwiches 02/20/2017,5.0,Positif,2
Rip off - avoid!! 09/09/2016,1.5,Négatif,0
Absolutely revolting - should have read th... 09/29/2017,1.0,Négatif,0
"Keep walking, there is better food, no ser... 04/29/2012",2.0,Négatif,0
Spanish food at its best... 07/12/2017,5.0,Positif,2
They cheated us 12/30/2016,1.0,Négatif,0
Stuff is rude 11/01/2015,2.0,Négatif,0
Family friendly and accomodating 07/04/2017,4.5,Positif,2
Not very customer-oriented restaurant 07/21/2017,3.0,Neutre,1
Friendly and hip bar 11/22/2016,4.5,Positif,2
Better alternatives in rue moufftard 02/10/2017,3.5,Positif,2
More menos que mas 10/23/2017,3.0,Neutre,1
Dinner before the show 02/13/2017,3.0,Neutre,1
French cuisine and French wine by the glas... 07/10/2013,3.0,Neutre,1
OK but that's all. 09/21/2016,2.0,Négatif,0
Don’t go here 11/19/2017,2.0,Négatif,0
Very expensive Trattoria 12/09/2015,3.0,Neutre,1
Tasteless and greasy 05/10/2015,2.0,Négatif,0
Cute little nook 03/16/2016,4.5,Positif,2
Good duck but terrible service 05/28/2017,3.0,Neutre,1
Cosy Bar 08/29/2017,3.0,Neutre,1
Lunch on the plaza Manel Becerra 10/06/2014,3.0,Neutre,1
Excellent for many years 04/30/2016,4.0,Positif,2
a place with great potential 03/24/2016,4.0,Positif,2
Popular Polish chain 05/25/2017,3.0,Neutre,1
"Nice restaurant , Poor Service 03/05/2017",3.0,Neutre,1
A Little Disappointing 06/05/2017,3.0,Neutre,1
Good value and efficient service 10/24/2017,3.0,Neutre,1
Got tricked 11/26/2016,3.5,Positif,2
"Warm, friendly atmosphere with delicious... 10/09/2015",4.0,Positif,2
"Fast and friendly service, Good food 03/13/2017",3.0,Neutre,1
EXCELENT OCTUPUS 05/17/2015,3.0,Neutre,1
Great 'grab and go' before Eurostar 01/19/2018,3.0,Neutre,1
city centre indian - modern building and t... 10/26/2017,4.0,Positif,2
Great service even better food 09/17/2015,2.0,Négatif,0
Try it and judge for yourself 06/22/2017,2.0,Négatif,0
"Average food, good service, but better opt... 07/05/2012",1.5,Négatif,0
average food but dirty stowel. 11/10/2012,1.5,Négatif,0
Pan 06/05/2016,3.5,Positif,2
A nice restaurant and well-presented food... 07/18/2008,3.0,Neutre,1
Local gem 02/19/2017,3.5,Positif,2
Good place horrible staff 03/23/2017,3.5,Positif,2
Ok but nothing to write home about 06/04/2017,3.0,Neutre,1
"ok service, nice terrace, great location 03/19/2017",3.0,Neutre,1
Fun experience 06/01/2017,4.0,Positif,2
Subways always fresh food & ecconomical 08/05/2016,3.0,Neutre,1
Awful service as usual 10/15/2017,3.0,Neutre,1
Only Eat Here if You Have To 03/28/2017,3.0,Neutre,1
No Longer Operating 05/24/2014,4.5,Positif,2
Best location 12/03/2012,2.0,Négatif,0
"Correct food, terrible service 08/04/2016",2.0,Négatif,0
Quick eat 07/29/2015,3.5,Positif,2
Just don't go there 05/23/2016,1.0,Négatif,0
Great location and tapas 10/30/2016,1.5,Négatif,0
Who knew Hungarian food could be this good... 09/26/2017,4.5,Positif,2
Very modern Muslim hotel 12/20/2017,3.5,Positif,2
"Lovely food, but the drink cups are way to... 09/09/2017",2.0,Négatif,0
Not the best choise 11/12/2017,2.0,Négatif,0
True parisian wine experience 12/17/2015,5.0,Positif,2
Ripped off us money! 08/13/2017,1.5,Négatif,0
Potato pizza 07/15/2017,4.0,Positif,2
Tasty French fleur 11/09/2017,3.5,Positif,2
You Potato Yummy! 12/30/2017,4.5,Positif,2
Please close. 08/18/2017,1.0,Négatif,0
Healthy/Vegetarian - Finally! 01/22/2016,3.0,Neutre,1
"Nice place, few customers, waiters come on... 10/18/2017",4.0,Positif,2
"Homely, simple Chinese cooking 11/10/2016",3.0,Neutre,1
"I prefer the Motto in Sofia, Bulgaria - bu... 02/15/2009",2.0,Négatif,0
Sadly Dissapointed 08/04/2017,4.0,Positif,2
Average Food & Average Service 08/18/2016,3.0,Neutre,1
Nice pizza but slow service 09/17/2017,3.0,Neutre,1
Beware of this restaurant!!! They delibera... 09/01/2016,1.0,Négatif,0
Awesome seafood 10/24/2017,4.0,Positif,2
nice rest 10/06/2017,4.0,Positif,2
Great grilled food 08/19/2017,3.0,Neutre,1
"Cold food, rude unhelpful service 02/12/2017",2.0,Négatif,0
Best pizza place for Gluten Free Vegan foo... 02/02/2017,4.0,Positif,2
Berlin best drinks! 12/30/2016,5.0,Positif,2
Lovely simple foods in nice atmosphere 12/01/2016,4.5,Positif,2
A place to avoid at all costs! 09/18/2017,1.0,Négatif,0
Good place for an after work beer! 03/06/2017,3.0,Neutre,1
"Very nice fish , served fresh and friendly... 04/10/2017",3.0,Neutre,1
Good (expensive) burgers 10/22/2017,4.0,Positif,2
Lovely cafe in the park 09/22/2016,4.5,Positif,2
Just about best pizza ever! 07/22/2015,3.0,Neutre,1
Great service and great value 07/25/2017,2.0,Négatif,0
Dinner & drinks 05/15/2015,2.0,Négatif,0
Bit of a disaster really 04/18/2017,2.0,Négatif,0
My favourite Pizza place in Geneva Switzer... 03/16/2015,3.0,Neutre,1
Marton day's goose dishes were great 11/15/2015,3.0,Neutre,1
Friendly waiter - disappointed of food 08/31/2017,2.0,Négatif,0
Disgrace 10/26/2017,2.0,Négatif,0
Ow lord they did that taco wrong 01/17/2018,1.5,Négatif,0
Discriminating 04/29/2017,1.0,Négatif,0
reminded us of canteen food 10/27/2017,3.0,Neutre,1
amazing view over amsterdam 01/01/2017,5.0,Positif,2
"Rather poor quality food, stil the prices... 11/19/2017",2.0,Négatif,0
Oh Boy 09/26/2017,3.0,Neutre,1
Hung up after no delivery 11/30/2017,1.5,Négatif,0
Unexpected very nice 08/05/2015,4.0,Positif,2
Expensive and not as described 10/05/2017,3.0,Neutre,1
no real value 08/21/2015,2.0,Négatif,0
Decent Doner with a sense of humour 09/18/2017,4.0,Positif,2
Great seafood buffet 03/12/2016,2.0,Négatif,0
Horrendous delivery service 05/12/2016,3.0,Neutre,1
Worst experience in Geneva 09/06/2016,3.0,Neutre,1
Awful pizza 07/09/2017,3.0,Neutre,1
Enjoyable meal 12/04/2017,4.0,Positif,2
Simple is best 12/29/2013,3.5,Positif,2
A secret little gem! 05/16/2013,4.0,Positif,2
Saturday take away 05/14/2017,3.0,Neutre,1
Passable if it happens to be convenient 06/16/2013,3.5,Positif,2
Usual McDonald's experience 07/04/2016,3.5,Positif,2
2 couples 4 children All Good 11/04/2017,3.0,Neutre,1
Absolutely rotten 07/27/2014,1.0,Négatif,0
"Not Easy to Find, But Worth The Effort. 08/14/2017",4.5,Positif,2
Salty food. Dirty toilets 09/30/2016,1.5,Négatif,0
Tourist Trap do not go 09/21/2014,2.0,Négatif,0
Pleasant lunch on the outskirts of Amsterd... 08/20/2016,3.5,Positif,2
bad service and average food 08/02/2014,3.0,Neutre,1
Food is not very good 06/16/2017,2.0,Négatif,0
Served scraps 06/07/2017,1.5,Négatif,0
Great gockysils 04/01/2017,3.0,Neutre,1
Fills a gap but nothing special 08/08/2015,2.0,Négatif,0
Great spot for excellent african food to t... 08/23/2015,4.0,Positif,2
A Beautiful Setting for a Biergarten 05/31/2016,3.5,Positif,2
Brekfast 05/23/2017,3.0,Neutre,1
Delhi Belly 05/23/2017,3.5,Positif,2
Its not there???? 05/28/2016,3.0,Neutre,1
Forgetful waitress but good food 05/20/2013,3.0,Neutre,1
trip to belgium 2016 07/13/2016,2.0,Négatif,0
Perfect ice cream 12/08/2017,4.5,Positif,2
Nice clean comfortable stay 10/16/2017,3.0,Neutre,1
RIP OFF AVOID AT ALL COSTS 09/11/2011,3.0,Neutre,1
Delicious fish and chips! 07/07/2017,2.0,Négatif,0
"good food, amazing view 12/27/2010",3.5,Positif,2
Wow! Totally loved all of it!! 11/23/2017,4.5,Positif,2
Yummy Indonesian Tempeh Curries 07/21/2017,5.0,Positif,2
Tucked Away 07/13/2017,5.0,Positif,2
IMAGINATIVE MENU - HEALTHY OPTIONS 06/18/2017,3.0,Neutre,1
Portuguese Cusine Rules! 08/18/2017,3.5,Positif,2
Not to be confused with Pertu Cafe 10/28/2013,1.0,Négatif,0
"Well situated, helpful stuff. 03/26/2017",3.0,Neutre,1
COSY LITTLE SNACK AND WINE PLACE 08/29/2017,4.5,Positif,2
don't order...don't waste your time! 01/10/2016,1.0,Négatif,0
Serious attitude problem 07/23/2017,3.0,Neutre,1
Fantastique food 02/11/2017,4.5,Positif,2
Not 4 Me 11/05/2013,1.5,Négatif,0
"New Managment - cleaner, neater, better 02/28/2016",3.0,Neutre,1
Worst Sushi place I have ever visited 04/27/2015,2.0,Négatif,0
The best gelato in Milano 09/20/2017,4.5,Positif,2
Such a cool space and tasty food 01/09/2018,-1.0,Négatif,0
Nice pizzeria in Dubravka suburb of Bratis... 04/29/2015,3.0,Neutre,1
Surely a great Parisian railway station co... 08/11/2015,2.0,Négatif,0
Average and Overpriced Food 01/04/2018,3.0,Neutre,1
Stay very away 03/17/2017,1.0,Négatif,0
pure food and long waiting time 03/25/2017,1.5,Négatif,0
Great bar for tourists and locals 09/23/2015,2.0,Négatif,0
AVOID Like EBOLA!!! 10/16/2017,3.0,Neutre,1
Unexpected lunch find 07/19/2017,3.0,Neutre,1
Small Restaurant with Great Food and Staff... 02/20/2018,2.0,Négatif,0
Good Pizza but delivery is a DISASTER 12/19/2017,1.5,Négatif,0
Pleasant tapas bar 08/15/2011,3.5,Positif,2
"Shame to call them-self a "" Mauritian"" res... 08/25/2016",3.0,Neutre,1
An actual joke of a takeaway 09/25/2017,2.0,Négatif,0
Cheap beers and not over priced food 10/11/2016,3.0,Neutre,1
How can a wood fire oven go wrong? 06/11/2017,3.0,Neutre,1
Amazing find...even better than Samurai II 09/28/2017,4.5,Positif,2
Old McDonald! 04/24/2017,2.0,Négatif,0
Worst Burger King ever 04/09/2017,1.5,Négatif,0
Above expectations! 04/06/2017,4.5,Positif,2
Sweet and warm 01/04/2017,3.0,Neutre,1
Rubbish customer service! 09/28/2017,3.0,Neutre,1
Piazza / Woluwe 05/05/2017,3.0,Neutre,1
"Thought it was okay, despite other reviews 12/25/2016",1.5,Négatif,0
Terrible place - AVOID like the plague!! 10/18/2016,1.5,Négatif,0
Worst KFC chicken ever 12/23/2017,2.0,Négatif,0
Nice Christmas night 12/27/2017,3.5,Positif,2
Cheese oh my 07/31/2015,4.0,Positif,2
Zabojad Exploring France 10/29/2016,4.5,Positif,2
One of the very few bad places in the wond... 07/19/2013,2.0,Négatif,0
Horrible Chinese food 09/06/2013,1.0,Négatif,0
La peor comida / worse food ever 04/09/2015,2.0,Négatif,0
Great tacos. 02/13/2018,4.5,Positif,2
Too bad 09/18/2015,1.0,Négatif,0
Poor Service & Terrible Taste 10/11/2017,1.0,Négatif,0
Bank loan required - AVOID 10/23/2017,1.5,Négatif,0
Nothing Special but good service 09/15/2016,1.5,Négatif,0
Try an authentic Franceshina with a cold b... 09/23/2017,3.0,Neutre,1
"Sangria outstanding, meal not so 08/15/2017",3.0,Neutre,1
Great location for Summer evenings 09/21/2016,2.0,Négatif,0
Pre theatre late lunch.. we have eaten her... 01/04/2017,3.0,Neutre,1
"Average food, unsatisfying service 03/21/2017",3.5,Positif,2
Service Quite Poor 04/25/2015,3.5,Positif,2
"Great Pizza, Okay Service 08/01/2015",5.0,Positif,2
If you're hungry... 06/20/2016,3.0,Neutre,1
The worst of the worst! 11/02/2013,2.0,Négatif,0
Not even for English tourists 09/14/2017,2.0,Négatif,0
Terrible - do not visit 11/06/2017,3.0,Neutre,1
Asador from Navarra. 06/16/2017,4.5,Positif,2
Great verity of Greek signature drinks 07/25/2017,5.0,Positif,2
High-quality fresh-made food for moderate... 10/17/2017,4.5,Positif,2
Great cappuccino ! 09/19/2017,2.5,Positif,2
Fast food and plastic 02/26/2017,3.0,Neutre,1
"Low quality, tasteless 11/21/2017",2.0,Négatif,0
Not nice 10/14/2017,2.0,Négatif,0
Rude service and awful food 09/05/2017,2.0,Négatif,0
Sweet bistro 08/21/2017,3.0,Neutre,1
Avoid! 11/22/2017,3.0,Neutre,1
Disapppointing 10/05/2017,2.0,Négatif,0
Nice Lunch but Probably Not a Do Over 11/10/2017,3.0,Neutre,1
Rats! 09/07/2017,3.0,Neutre,1
"Great value, great food 10/26/2015",4.0,Positif,2
Not in English 09/14/2015,3.0,Neutre,1
Ordinary 09/07/2012,2.0,Négatif,0
"Local bistro, nice staff 10/05/2017",3.5,Positif,2
STEER CLEAR 03/14/2012,2.0,Négatif,0
Wish I could give this place more stars 11/26/2016,4.5,Positif,2
"Beautiful Building, Interesting Clientel... 10/07/2017",3.5,Positif,2
Disgusting waffles with hair 11/26/2015,1.0,Négatif,0
A Dusty Affair 04/30/2015,2.0,Négatif,0
Worst sub 04/19/2014,1.5,Négatif,0
"Rainy night, this place saved us from exha... 12/16/2015",4.5,Positif,2
Awful place 03/27/2014,2.0,Négatif,0
The funniest Turkish Waiter at this Italia... 05/18/2016,4.0,Positif,2
Very slow. Rude staff. 01/23/2016,1.0,Négatif,0
Not good service 12/10/2016,3.0,Neutre,1
"Price high, while quality does not match i... 01/11/2015",3.0,Neutre,1
Do not order your Saturday evening take aw... 12/09/2017,1.5,Négatif,0
"Poor service, miserable staff 07/27/2017",3.0,Neutre,1
Perfect place for take away Lunch 05/12/2017,4.0,Positif,2
the place was closed!!! 03/09/2016,1.0,Négatif,0
Good food but terrible customer service 10/08/2016,2.0,Négatif,0
Irish pub with quite a cosy atmosphere 04/03/2017,3.0,Neutre,1
Beautiful Breakfast - Great Range of Glute... 07/07/2017,3.5,Positif,2
Sad thing... 09/17/2017,1.5,Négatif,0
Great location for people watching 11/15/2016,3.0,Neutre,1
Probably one of the worst experiences we h... 02/28/2015,2.0,Négatif,0
Fresh and tasty... astounding chocolat pas... 03/31/2014,4.0,Positif,2
Great place and friendly staff 08/21/2017,3.5,Positif,2
low service for the money 02/11/2017,3.0,Neutre,1
Naaaastiest kebabish in the univers 04/16/2017,1.0,Négatif,0
Good Japanese option in Madrid downtown 01/30/2017,3.5,Positif,2
Early evening drinks 12/28/2016,3.0,Neutre,1
"Dinner and lunch, nice recipes, average pr... 01/11/2018",3.0,Neutre,1
Not good at all 08/14/2016,3.0,Neutre,1
Nice Place To Take Your Time To Relax & Da... 02/24/2017,2.0,Négatif,0
I think it would be a decent... 10/19/2016,4.0,Positif,2
New cheap lunch takeaway in Pimlico 01/20/2017,3.0,Neutre,1
best avoided if you can 09/27/2017,2.0,Négatif,0
in the most literal sense it is just buff 12/11/2016,4.5,Positif,2
Food OK but hidden costs 09/12/2017,2.0,Négatif,0
"Very nice crepe , simple and just. Teen En... 08/22/2014",3.0,Neutre,1
Put ole Bluebell out to pasture 01/25/2013,2.0,Négatif,0
slug in lettuce 06/24/2013,1.0,Négatif,0
Poor sandwich 02/14/2015,2.0,Négatif,0
Burrito badness 12/17/2017,1.5,Négatif,0
poor food and service 07/20/2013,2.0,Négatif,0
Great server! 02/21/2017,4.0,Positif,2
Unprofessional handling of complaints 10/14/2017,3.5,Positif,2
"Good when open, which is not all of the ti... 06/03/2016",3.0,Neutre,1
I love Merals. 06/25/2017,4.5,Positif,2
"""You must be crazy if you don't eat here... 11/03/2017",4.5,Positif,2
Elegant restaurant in old city center 09/22/2017,4.0,Positif,2
Terrible food and waiting time 05/11/2017,3.0,Neutre,1
Benugo runs the food operations at many to... 10/26/2017,3.5,Positif,2
Very average kebab - disappointingly overh... 05/23/2014,4.5,Positif,2
Great lunch experience! 09/17/2017,3.0,Neutre,1
Found a Prawn in my Tofu!! 06/05/2015,1.0,Négatif,0
Fantastic wine bar 06/01/2017,4.0,Positif,2
Hugely disappointing... 01/24/2017,1.0,Négatif,0
Restaurant worth its name (Parody) 09/19/2017,2.0,Négatif,0
Great Thai decor but average Thai food. 10/26/2017,3.5,Positif,2
Caribbean cuisine. 05/07/2017,4.0,Positif,2
Nice food in a nice ambiance 07/19/2017,3.0,Neutre,1
Jollof Rice & Plantain 03/06/2016,2.0,Négatif,0
Excellent location for a healthy lunch 08/14/2017,4.5,Positif,2
So bad it was funny. 07/21/2013,1.0,Négatif,0
Only as a last resort 08/06/2015,1.0,Négatif,0
So good we went twice in one day 11/21/2013,3.0,Neutre,1
"Generally tasty, hearty food, but a very f... 10/13/2014",3.0,Neutre,1
superb food and excellent service 12/04/2017,4.5,Positif,2
The street food as I like! 02/12/2014,3.5,Positif,2
"Really good deal, delicious pizza 10/28/2017",4.5,Positif,2
I Would Never Find Again 06/07/2017,3.0,Neutre,1
Cafe dumas 07/05/2017,3.0,Neutre,1
Little private breakfast- lunch- cafe- res... 05/31/2017,4.5,Positif,2
First Escargot!!! 10/12/2012,2.0,Négatif,0
we were excited but v disappointed 03/03/2015,1.0,Négatif,0
0 stars if possible 10/26/2015,2.0,Négatif,0
"Fun, delicious food, great atmosphere! 11/28/2017",4.5,Positif,2
Terry's Take 12/16/2017,4.0,Positif,2
THE WINGS DISASTER 05/18/2017,1.0,Négatif,0
Good vietnamese 05/14/2017,4.0,Positif,2
Always a pleasure to come back 11/09/2014,3.0,Neutre,1
Horrible customer service. Double-check yo... 07/14/2017,3.0,Neutre,1
Solid value 08/17/2013,3.0,Neutre,1
Best greasy spoon in North London 09/13/2014,5.0,Positif,2
Long weekend holiday 03/16/2017,3.0,Neutre,1
Excellent sandwiches 10/20/2014,4.5,Positif,2
Must-do when visiting Munich! 04/10/2016,3.0,Neutre,1
Tasty thali 12/06/2017,4.0,Positif,2
Not good for me 08/26/2017,3.0,Neutre,1
"Avoid, don't waste your time and money 10/30/2017",2.0,Négatif,0
"good food, expensive, very bad decoration... 08/05/2008",3.0,Neutre,1
Not a very 'gourmet' Chinese 07/17/2016,2.0,Négatif,0
The elegant family restaurant 03/01/2017,4.0,Positif,2
Think before you eat 06/10/2017,2.0,Négatif,0
Friendly service and a good selection of f... 03/06/2014,3.0,Neutre,1
Great Chinese buffet in Lauttasaari 07/06/2016,3.0,Neutre,1
Good Italian food on the Southbank London 09/29/2014,4.0,Positif,2
Adrianos / Athens 06/12/2017,2.0,Négatif,0
Unique Whisky Bar in Braitslava 09/12/2017,4.5,Positif,2
Nice location and decor - food could be a... 02/21/2017,4.5,Positif,2
